"ano","product","idGuest","convidado","total"
2021,"speak-english",1212123564,"Caio Gomes",2
2021,"speak-english",2002,"Portuguesa",2
2021,"speak-english",1212141688,"Caio Junqueira de Brito",1
2021,"speak-english",1212137030,"Carlinhos Troll",1
2021,"speak-english",1212141105,"Delcio Gomes",1
2021,"speak-english",1212135105,"Fernando Reule",1
2021,"speak-english",1212141847,"Ian SBF",1
2021,"speak-english",3515,"JP",1
2021,"speak-english",1212141985,"Julia Gutnik",1
2021,"speak-english",1212130384,"Lucas Radaelli",1
2021,"speak-english",1212137936,"Marcelo Bassoli",1
2021,"speak-english",4877,"Marco Gomes",1
2021,"speak-english",1212140172,"Max Valarezo",1
2021,"speak-english",1212137415,"Talita Ribeiro",1
2022,"caneca-de-mamicas",1212141723,"Mary Joe",16
2022,"caneca-de-mamicas",1212139440,"Patrícia Mafra",6
2022,"caneca-de-mamicas",1212141820,"Daniella Freixo de Faria",4
2022,"caneca-de-mamicas",1212141924,"Alan Dubox",3
2022,"caneca-de-mamicas",1212141887,"Azaghal",3
2022,"caneca-de-mamicas",1212142131,"Carolina Andrade",3
2022,"caneca-de-mamicas",1212142293,"Iana Villela",3
2022,"caneca-de-mamicas",1212142159,"Tati Baez",3
2022,"caneca-de-mamicas",3641,"Almôndega",2
2022,"caneca-de-mamicas",1212143219,"Fernanda Costa",2
2022,"caneca-de-mamicas",1212142053,"Jovem Nerd",2
2022,"caneca-de-mamicas",1212141894,"Marcela Soares",2
2022,"caneca-de-mamicas",1212142435,"Patricia Zarour",2
2022,"caneca-de-mamicas",1212137415,"Talita Ribeiro",2
2022,"caneca-de-mamicas",274,"Tucano",2
2022,"caneca-de-mamicas",1212142348,"Airton Carvalho",1
2022,"caneca-de-mamicas",1212129496,"Ana Arantes",1
2022,"caneca-de-mamicas",1212123847,"André Souza",1
2022,"caneca-de-mamicas",1212142254,"Ane Vaz",1
2022,"caneca-de-mamicas",1212142850,"Angélica Kalil",1
2022,"caneca-de-mamicas",1212142230,"Barbara Pola Russell",1
2022,"caneca-de-mamicas",1212123564,"Caio Gomes",1
2022,"caneca-de-mamicas",1212143391,"Carla Zeglio",1
2022,"caneca-de-mamicas",1212137030,"Carlinhos Troll",1
2022,"caneca-de-mamicas",1212135982,"Daniel Jezini",1
2022,"caneca-de-mamicas",1212143522,"Daniela Risso",1
2022,"caneca-de-mamicas",1212143160,"Dra. Abir Faissal",1
2022,"caneca-de-mamicas",1212122799,"Fabio Yabu",1
2022,"caneca-de-mamicas",1212143707,"Fernanda Britto",1
2022,"caneca-de-mamicas",1212135105,"Fernando Reule",1
2022,"caneca-de-mamicas",1212142229,"Fernando Russell",1
2022,"caneca-de-mamicas",1212122798,"Francine Gladulich",1
2022,"caneca-de-mamicas",1212142349,"Gustavo Rebello",1
2022,"caneca-de-mamicas",1212143616,"Igor Seco",1
2022,"caneca-de-mamicas",1212143563,"Isabela Del Monde",1
2022,"caneca-de-mamicas",1212142213,"Isabela Fontanella",1
2022,"caneca-de-mamicas",3515,"JP",1
2022,"caneca-de-mamicas",1212142148,"Jefferson Schroeder",1
2022,"caneca-de-mamicas",1212143808,"John Gojeth",1
2022,"caneca-de-mamicas",1212125928,"Ken Fujioka",1
2022,"caneca-de-mamicas",1212138256,"Lierson Mattenhauer",1
2022,"caneca-de-mamicas",1212142463,"Lua",1
2022,"caneca-de-mamicas",1212142281,"Maiko Arpino",1
2022,"caneca-de-mamicas",1212130298,"Mau Faccio",1
2022,"caneca-de-mamicas",1212143066,"Mauro Fantini",1
2022,"caneca-de-mamicas",1212142902,"Maurício Duboc",1
2022,"caneca-de-mamicas",1212141465,"Pamela Lopes",1
2022,"caneca-de-mamicas",1212141987,"Peter",1
2022,"caneca-de-mamicas",1212141785,"Priscila Gama",1
2022,"caneca-de-mamicas",1212142073,"Rafael Quina",1
2022,"caneca-de-mamicas",1212123647,"Rogério Bonfim",1
2022,"caneca-de-mamicas",1212122464,"Sr.K",1
2022,"caneca-de-mamicas",1212142901,"Teo Scussel",1
2022,"caneca-de-mamicas",1212142607,"Viviane Bellini",1
2022,"caneca-de-mamicas",1212143617,"Will",1
2022,"empreendedor",1212126189,"Flávio Augusto",7
2022,"empreendedor",1212142265,"Caio Carneiro",1
2022,"empreendedor",1212142478,"Carlos Lazar",1
2022,"empreendedor",1212142320,"Gabriel Bollico",1
2022,"empreendedor",1212143151,"Joel Jota",1
2022,"empreendedor",1212142209,"Paulo Jubilut",1
2022,"extra",1212126483,"Barbara Russell",1
2022,"extra",1212141446,"Carolina Moraes",1
2022,"extra",1212141444,"El Baramallo",1
2022,"extra",1212143255,"Flávia Beó",1
2022,"extra",1212143079,"Getúlio Santos",1
2022,"extra",1212143254,"Murilo Zanini de Carvalho",1
2022,"extra",1212141845,"Pedro Duarte",1
2022,"extra",2002,"Portuguesa",1
2022,"extra",1212143080,"Renato Rampazzo",1
2022,"generacast",1212141282,"Ricardo di Lazzaro Filho",5
2022,"generacast",1212142245,"Ariana Rocha",1
2022,"generacast",1212142372,"Ernesto Goulart",1
2022,"generacast",1212143348,"Julio Cesar Batista",1
2022,"generacast",1212142611,"Michel Naslavsky",1
2022,"generacast",1212143005,"Rodrigo Trespach",1
2022,"generacast",1212143006,"Tawany Rocha",1
2022,"la-do-bunker",1212139351,"Pri Ganiko",40
2022,"la-do-bunker",1212141954,"Camila Sousa",38
2022,"la-do-bunker",1212141859,"Gabriel Avila",22
2022,"la-do-bunker",1212141845,"Pedro Duarte",18
2022,"la-do-bunker",1212141330,"Tayná Garcia",15
2022,"la-do-bunker",1212143191,"Arthur Eloi",8
2022,"la-do-bunker",1212130299,"Marina Val",5
2022,"la-do-bunker",1212142827,"Pedro Siqueira",4
2022,"la-do-bunker",1212143806,"Priscila Ganiko",1
2022,"nerdcash",1212142033,"Nicolas Borsoi",6
2022,"nerdcash",1212139590,"Pedro Paulo Silveira",6
2022,"nerdcash",1212139900,"André Ferreira",1
2022,"nerdcash",1212142536,"Washington Santos",1
2022,"nerdcast",1212140265,"Katiucha Barcelos",22
2022,"nerdcast",274,"Tucano",20
2022,"nerdcast",1212137936,"Marcelo Bassoli",14
2022,"nerdcast",1212122462,"Carlos Voltor",13
2022,"nerdcast",3515,"JP",7
2022,"nerdcast",1212141393,"LOAD",6
2022,"nerdcast",1212122669,"Leonel Caldela",6
2022,"nerdcast",1212123226,"Rex",6
2022,"nerdcast",2595,"Eduardo Spohr",5
2022,"nerdcast",1212127694,"Filipe Figueiredo",5
2022,"nerdcast",1212122464,"Sr.K",5
2022,"nerdcast",1212141845,"Pedro Duarte",4
2022,"nerdcast",1212122317,"Gaveta",3
2022,"nerdcast",2002,"Portuguesa",3
2022,"nerdcast",2003,"Sra. Jovem Nerd",3
2022,"nerdcast",1212123564,"Caio Gomes",2
2022,"nerdcast",1212122797,"Diogo Braga",2
2022,"nerdcast",1212122799,"Fabio Yabu",2
2022,"nerdcast",1212124836,"Guga Mafra",2
2022,"nerdcast",1212142331,"Marcel Campos",2
2022,"nerdcast",1212130298,"Mau Faccio",2
2022,"nerdcast",1212131200,"Maurício Linhares",2
2022,"nerdcast",1212140172,"Max Valarezo",2
2022,"nerdcast",1212141184,"Ale Santos",1
2022,"nerdcast",1212138572,"Altay Souza",1
2022,"nerdcast",1212133685,"André Gordirro",1
2022,"nerdcast",1212123847,"André Souza",1
2022,"nerdcast",1212122796,"Beto Estrada",1
2022,"nerdcast",1212142393,"Buck O Balde",1
2022,"nerdcast",1212142131,"Carolina Andrade",1
2022,"nerdcast",1212142844,"Catarina Aydar",1
2022,"nerdcast",1212142270,"Caíto Mainier",1
2022,"nerdcast",1212142272,"Felipe Abrahão",1
2022,"nerdcast",1212141859,"Gabriel Avila",1
2022,"nerdcast",1212142392,"Giovanni Dud3",1
2022,"nerdcast",1212142190,"Govis",1
2022,"nerdcast",1212141847,"Ian SBF",1
2022,"nerdcast",1212143061,"Jazz Rider",1
2022,"nerdcast",5034,"Jurandir Filho",1
2022,"nerdcast",1212142271,"Leandro Ramos",1
2022,"nerdcast",1212124811,"Marcelinho",1
2022,"nerdcast",1212123033,"Marcelo Forlani",1
2022,"nerdcast",4877,"Marco Gomes",1
2022,"nerdcast",1212141628,"Marianna Soter",1
2022,"nerdcast",1212126369,"Mauricio Cid",1
2022,"nerdcast",1212140606,"Mila Laranjeira",1
2022,"nerdcast",309,"Nick Ellis",1
2022,"nerdcast",1212130385,"Paulo Silveira",1
2022,"nerdcast",1212142269,"Paulo Tiefenthaler",1
2022,"nerdcast",1212142602,"Pedro Pallotta",1
2022,"nerdcast",1212125942,"Pirula",1
2022,"nerdcast",1212140285,"Reinaldo José Lopes",1
2022,"nerdcast",1212143100,"Renatha El Rafihi-Ferreira",1
2022,"nerdcast",1212141618,"Thalita Lefer",1
2022,"nerdcast",1212142845,"Thiago Gonçalves",1
2022,"nerdcast",1212143154,"Tupá Guerra",1
2022,"nerdcast",1212143471,"Vitor Rossi",1
2022,"nerdcast",1212142893,"Yaso",1
2022,"nerdtech",1212141781,"Mario Souto",10
2022,"nerdtech",1212131200,"Maurício Linhares",9
2022,"nerdtech",1212130385,"Paulo Silveira",9
2022,"nerdtech",1212137166,"Roberta Arcoverde",8
2022,"nerdtech",1212137796,"André Breves",1
2022,"nerdtech",1212133869,"Guilherme Silveira",1
2022,"nerdtech",1212143709,"Leonardo Balter",1
2022,"nerdtech",1212143434,"Rafael Vicente Leite",1
2022,"papo-de-parceiro",1212141891,"Leandro Leite Soares",11
2022,"papo-de-parceiro",1212143792,"Alexandre Nogueira",1
2022,"papo-de-parceiro",1212142302,"Ana Carina",1
2022,"papo-de-parceiro",1212142585,"Carla Rigonatto",1
2022,"papo-de-parceiro",1212142586,"Dafne Parreiras Guimarães",1
2022,"papo-de-parceiro",1212142928,"Edgar Loja Quebra Galho",1
2022,"papo-de-parceiro",1212142450,"Fernando Bravo",1
2022,"papo-de-parceiro",1212142927,"Flavia Marcon",1
2022,"papo-de-parceiro",1212142320,"Gabriel Bollico",1
2022,"papo-de-parceiro",1212142811,"Henrique Coronati",1
2022,"papo-de-parceiro",1212143098,"Igor Savoia",1
2022,"papo-de-parceiro",1212142810,"Julio Trajano Rodrigues",1
2022,"papo-de-parceiro",1212142449,"Leandro Castanheira",1
2022,"papo-de-parceiro",1212143558,"Léo Mantovan",1
2022,"papo-de-parceiro",1212142177,"Maristela Mendonça",1
2022,"papo-de-parceiro",1212142217,"Pedro Alvim",1
2022,"papo-de-parceiro",1212142303,"Silvia Andrade Machado",1
2022,"papo-de-parceiro",2003,"Sra. Jovem Nerd",1
2022,"papo-de-parceiro",1212142376,"Tonico",1
2022,"speak-english",2002,"Portuguesa",3
2022,"speak-english",1212123847,"André Souza",1
2022,"speak-english",1212137030,"Carlinhos Troll",1
2022,"speak-english",1212122462,"Carlos Voltor",1
2022,"speak-english",1212140172,"Max Valarezo",1
2022,"speak-english",1212138688,"Rossana Modolin",1
2022,"speak-english",1212141331,"Thiago Romariz",1
2022,"vaitecatar",1212130298,"Mau Faccio",29
2022,"vaitecatar",1212143471,"Vitor Rossi",29
2022,"vaitecatar",1212137936,"Marcelo Bassoli",2
2022,"vaitecatar",274,"Tucano",2
2022,"vaitecatar",1212143697,"Caio Maciel",1
2023,"caneca-de-mamicas",1212141723,"Mary Joe",11
2023,"caneca-de-mamicas",1212141924,"Alan Dubox",10
2023,"caneca-de-mamicas",3641,"Almôndega",6
2023,"caneca-de-mamicas",1212139440,"Patrícia Mafra",4
2023,"caneca-de-mamicas",1212143471,"Vitor Rossi",4
2023,"caneca-de-mamicas",1212144399,"Ana Bonassa",3
2023,"caneca-de-mamicas",1212143061,"Jazz Rider",3
2023,"caneca-de-mamicas",1212144295,"Laura Marise",3
2023,"caneca-de-mamicas",1212142073,"Rafael Quina",3
2023,"caneca-de-mamicas",1212129496,"Ana Arantes",2
2023,"caneca-de-mamicas",1212123847,"André Souza",2
2023,"caneca-de-mamicas",1212142131,"Carolina Andrade",2
2023,"caneca-de-mamicas",1212122798,"Francine Gladulich",2
2023,"caneca-de-mamicas",1212130298,"Mau Faccio",2
2023,"caneca-de-mamicas",1212145244,"Nini",2
2023,"caneca-de-mamicas",1212137415,"Talita Ribeiro",2
2023,"caneca-de-mamicas",1212144049,"Tatiana Perecin",2
2023,"caneca-de-mamicas",1212143962,"Thiago Queiroz",2
2023,"caneca-de-mamicas",1212145494,"Alessandra Evangelista",1
2023,"caneca-de-mamicas",1212145061,"Alexandre Santucci/Vera Ronzela",1
2023,"caneca-de-mamicas",1212144941,"Alice Pataxó",1
2023,"caneca-de-mamicas",1212142850,"Angélica Kalil",1
2023,"caneca-de-mamicas",1212141887,"Azaghal",1
2023,"caneca-de-mamicas",1212145142,"Bia Caruso",1
2023,"caneca-de-mamicas",1212137030,"Carlinhos Troll",1
2023,"caneca-de-mamicas",1212145534,"Clara Freitas",1
2023,"caneca-de-mamicas",1212144940,"Cristian Wari'u",1
2023,"caneca-de-mamicas",1212145194,"Debinha",1
2023,"caneca-de-mamicas",1212122797,"Diogo Braga",1
2023,"caneca-de-mamicas",1212143219,"Fernanda Costa",1
2023,"caneca-de-mamicas",1212125499,"Gabriel Dread",1
2023,"caneca-de-mamicas",1212122317,"Gaveta",1
2023,"caneca-de-mamicas",1212144258,"Gus Arruda",1
2023,"caneca-de-mamicas",1212142293,"Iana Villela",1
2023,"caneca-de-mamicas",1212143616,"Igor Seco",1
2023,"caneca-de-mamicas",1212143563,"Isabela Del Monde",1
2023,"caneca-de-mamicas",1212145141,"Isabella Verissimo",1
2023,"caneca-de-mamicas",1212142053,"Jovem Nerd",1
2023,"caneca-de-mamicas",1212144744,"Julia Naara Bachmann",1
2023,"caneca-de-mamicas",1212145893,"Leonardo Lanzetta",1
2023,"caneca-de-mamicas",1212130384,"Lucas Radaelli",1
2023,"caneca-de-mamicas",1212141894,"Marcela Soares",1
2023,"caneca-de-mamicas",1212136384,"Mauricio Taborda",1
2023,"caneca-de-mamicas",1212142435,"Patricia Zarour",1
2023,"caneca-de-mamicas",1212145865,"Pedro Sabaciauskis",1
2023,"caneca-de-mamicas",1212144743,"Rafa Maciel",1
2023,"caneca-de-mamicas",1212145677,"Raquel Petersen",1
2023,"caneca-de-mamicas",1212122464,"Sr.K",1
2023,"caneca-de-mamicas",1212145325,"Thamirys Nunes",1
2023,"caneca-de-mamicas",1212141842,"Tina Menna",1
2023,"caneca-de-mamicas",1212145921,"yuri",1
2023,"empreendedor",1212126189,"Flávio Augusto",2
2023,"empreendedor",1212142065,"André Gomes",1
2023,"empreendedor",1212144200,"Augusto Quaresma Coellho",1
2023,"empreendedor",1212144199,"Elisa Coelho",1
2023,"extra",1212145661,"Fabíola Nader Motta",1
2023,"extra",1212145663,"Fernando Maldaner",1
2023,"extra",1212145447,"Gabie Fernandes",1
2023,"extra",1212122669,"Leonel Caldela",1
2023,"extra",1212145662,"Marco Moisés de Oliveira",1
2023,"extra",1212144062,"Marina de Paula Vilela",1
2023,"extra",1212144061,"Maximiliano Jacomo",1
2023,"extra",1212145448,"Tamirez Santos",1
2023,"extra",1212144060,"Tiago Zaidan",1
2023,"generacast",1212141282,"Ricardo di Lazzaro",2
2023,"generacast",1212145816,"Eduarda Melo",1
2023,"generacast",1212144687,"Gabriela Bailas",1
2023,"generacast",1212142611,"Michel Naslavsky",1
2023,"la-do-bunker",1212141954,"Camila Sousa",49
2023,"la-do-bunker",1212139351,"Pri Ganiko",39
2023,"la-do-bunker",1212143191,"Arthur Eloi",25
2023,"la-do-bunker",1212141859,"Gabriel Avila",20
2023,"la-do-bunker",1212141330,"Tayná Garcia",12
2023,"la-do-bunker",1212142827,"Pedro Siqueira",11
2023,"la-do-bunker",1212144179,"Alottoni",2
2023,"la-do-bunker",1212143806,"Priscila Ganiko",2
2023,"la-do-bunker",1212141887,"Azaghal",1
2023,"la-do-bunker",1212142053,"Jovem Nerd",1
2023,"la-do-bunker",1212140265,"Katiucha Barcelos",1
2023,"la-do-bunker",1212137936,"Marcelo Bassoli",1
2023,"la-do-bunker",1212140172,"Max Valarezo",1
2023,"mau-acompanhado",1212130298,"Mau Faccio",81
2023,"mau-acompanhado",1212143471,"Vitor Rossi",81
2023,"mau-acompanhado",1212141723,"Mary Joe",69
2023,"mau-acompanhado",1212144226,"Doug Lira",2
2023,"mau-acompanhado",1212144184,"Guilherme Baldi",1
2023,"mau-acompanhado",3515,"JP",1
2023,"mau-acompanhado",1212144630,"Leonardo Amaral",1
2023,"mau-acompanhado",1212144269,"Rafael Pimenta",1
2023,"mau-acompanhado-nerdcast",1212130298,"Mau Faccio",2
2023,"mau-acompanhado-nerdcast",1212143471,"Vitor Rossi",2
2023,"mau-acompanhado-nerdcast",1212129496,"Ana Arantes",1
2023,"mau-acompanhado-nerdcast",1212141723,"Mary Joe",1
2023,"mau-falado",1212141723,"Mary Joe",1
2023,"mau-falado",1212130298,"Mau Faccio",1
2023,"mau-falado",1212145926,"Victor Camejo",1
2023,"mau-falado",1212143471,"Vitor Rossi",1
2023,"nerd-na-cloud",1212141391,"André Fatala",1
2023,"nerd-na-cloud",1212142071,"Kiko Reis",1
2023,"nerdcast",1212140265,"Katiucha Barcelos",18
2023,"nerdcast",1212122462,"Carlos Voltor",15
2023,"nerdcast",1212137936,"Marcelo Bassoli",15
2023,"nerdcast",1212122464,"Sr.K",10
2023,"nerdcast",1212141393,"LOAD",7
2023,"nerdcast",1212141845,"Pedro Duarte",7
2023,"nerdcast",274,"Tucano",7
2023,"nerdcast",1212143471,"Vitor Rossi",7
2023,"nerdcast",1212122797,"Diogo Braga",6
2023,"nerdcast",1212130298,"Mau Faccio",6
2023,"nerdcast",1212123847,"André Souza",5
2023,"nerdcast",1212123564,"Caio Gomes",5
2023,"nerdcast",1212122799,"Fabio Yabu",4
2023,"nerdcast",1212122669,"Leonel Caldela",4
2023,"nerdcast",2002,"Portuguesa",4
2023,"nerdcast",1212138572,"Altay Souza",3
2023,"nerdcast",1212129496,"Ana Arantes",3
2023,"nerdcast",1212127694,"Filipe Figueiredo",3
2023,"nerdcast",1212145292,"Giovanna Pagano",3
2023,"nerdcast",3515,"JP",3
2023,"nerdcast",1212126369,"Mauricio Cid",2
2023,"nerdcast",1212140172,"Max Valarezo",2
2023,"nerdcast",1212125942,"Pirula",2
2023,"nerdcast",1212123226,"Rex",2
2023,"nerdcast",2003,"Sra. Jovem Nerd",2
2023,"nerdcast",1212144148,"Vítor Soares",2
2023,"nerdcast",1212141184,"Ale Santos",1
2023,"nerdcast",1212144035,"Alice Monstrinho",1
2023,"nerdcast",1212144399,"Ana Bonassa",1
2023,"nerdcast",1212144776,"Anderson Suriz",1
2023,"nerdcast",1212129333,"Camila Laranjeira",1
2023,"nerdcast",1212142131,"Carolina Andrade",1
2023,"nerdcast",1212123529,"Cauê Moura",1
2023,"nerdcast",1212145667,"Derek Galvão",1
2023,"nerdcast",2595,"Eduardo Spohr",1
2023,"nerdcast",1212145829,"Fel Barros",1
2023,"nerdcast",1212145449,"Fernanda Baronne",1
2023,"nerdcast",1212145828,"Fernanda Sereno",1
2023,"nerdcast",1212144037,"Fred Rubim",1
2023,"nerdcast",1212126249,"Fê Castanhari",1
2023,"nerdcast",1212122317,"Gaveta",1
2023,"nerdcast",326,"Guilherme Briggs",1
2023,"nerdcast",1212137167,"Guilherme Camillo",1
2023,"nerdcast",1212145668,"Guto Barbosa",1
2023,"nerdcast",1212145732,"Igor Catto",1
2023,"nerdcast",1212143061,"Jazz Rider",1
2023,"nerdcast",1212145452,"Jeorge Lucas",1
2023,"nerdcast",1212145605,"Karen Soarele",1
2023,"nerdcast",1212142010,"Lucas Inutilismo",1
2023,"nerdcast",1212145450,"Luiz Carlos Persy",1
2023,"nerdcast",1212144203,"Marcela Maeve",1
2023,"nerdcast",1212124811,"Marcelinho",1
2023,"nerdcast",1212123033,"Marcelo Forlani",1
2023,"nerdcast",1212144523,"Marcio Lena",1
2023,"nerdcast",1212141723,"Mary Joe",1
2023,"nerdcast",1212145451,"Maíra Góes",1
2023,"nerdcast",1212145731,"Orlando Fonseca Junior",1
2023,"nerdcast",1212141596,"Patife",1
2023,"nerdcast",1212139440,"Patrícia Mafra",1
2023,"nerdcast",1212144038,"Rafael Calça",1
2023,"nerdcast",1212145730,"Rafael Grassetti",1
2023,"nerdcast",1212145830,"Rafael Studart",1
2023,"nerdcast",1212144204,"Raphão Martins",1
2023,"nerdcast",1212145407,"Selton Mello",1
2023,"nerdcast",1212141330,"Tayná Garcia",1
2023,"nerdcast",1212139553,"Thiago Bisewski",1
2023,"nerdcast",1212142845,"Thiago Gonçalves",1
2023,"nerdcast",1212144494,"Wagner Araújo",1
2023,"nerdtech",1212130385,"Paulo Silveira",10
2023,"nerdtech",1212141781,"Mario Souto",8
2023,"nerdtech",1212140666,"Fabrício Carraro",5
2023,"nerdtech",1212131200,"Maurício Linhares",4
2023,"nerdtech",1212130386,"Sérgio Lopes",4
2023,"nerdtech",1212133869,"Guilherme Silveira",2
2023,"nerdtech",1212137166,"Roberta Arcoverde",2
2023,"nerdtech",1212145409,"Stefani",2
2023,"nerdtech",1212137796,"André Breves",1
2023,"nerdtech",1212145851,"Denis Balaguer",1
2023,"nerdtech",1212143892,"Dr. Wagner Sanchez",1
2023,"nerdtech",1212144752,"Marcell Almeida",1
2023,"nerdtech",1212145852,"Marcus Mendes",1
2023,"nerdtech",1212144753,"Priscilla Lugão",1
2023,"nerdtech",1212145729,"Rafael Steil",1
2023,"nerdtech",1212143893,"Rafaella Ballerini",1
2023,"nerdtech",1212145410,"Roberta",1
2023,"nerdtech",1212143891,"Winna Zansavio",1
2023,"papo-de-parceiro",1212141891,"Leandro Leite Soares",6
2023,"papo-de-parceiro",1212142927,"Flavia Marcon",4
2023,"papo-de-parceiro",1212145360,"Daniele Migliani Bazzo",1
2023,"papo-de-parceiro",1212144015,"Gilmar Theobald",1
2023,"papo-de-parceiro",1212145016,"Guilherme Artile",1
2023,"papo-de-parceiro",1212145175,"Izabela Arantes",1
2023,"papo-de-parceiro",1212145525,"Kaio de Oliveira",1
2023,"papo-de-parceiro",1212145526,"Kelvyn Freitas",1
2023,"papo-de-parceiro",1212145174,"Leonardo Fernandes",1
2023,"papo-de-parceiro",1212144436,"Luiz Felippe Fogaça",1
2023,"papo-de-parceiro",1212144778,"Marciano Perondi",1
2023,"papo-de-parceiro",1212145359,"Marcio Ferreira Gonçalves",1
2023,"papo-de-parceiro",1212144671,"Ricardo Rocha",1
2023,"papo-de-parceiro",1212144777,"Rodrigo Maruxo",1
2023,"papo-de-parceiro",1212144249,"Rodrigo Schiavini",1
2023,"papo-de-parceiro",1212144779,"Rossana Morgados",1
2024,"la-do-bunker",1212143191,"Arthur Eloi",1
2024,"la-do-bunker",1212141954,"Camila Sousa",1
2024,"la-do-bunker",1212141859,"Gabriel Avila",1
2024,"la-do-bunker",1212142827,"Pedro Siqueira",1
2024,"la-do-bunker",1212139351,"Pri Ganiko",1
2024,"la-do-bunker",1212141330,"Tayná Garcia",1